Unnamed: 0,filename,date_of_purchase,name_of_store,address,total_price,currency,vendor
39,1039-receipt.jpg,2016-12-19,CARL'S JR.,9105 MADISON AVE,13.05,USD,CARL'S JR. 9105 MADISON AVE
40,1040-receipt.jpg,2019-04-19,SUKHOTHAI SUSHI + ASIAN FUSION,"11735 SW 147 AVE UNIT 36 MIAMI, FL 33196",28.04,USD,"SUKHOTHAI SUSHI + ASIAN FUSION 11735 SW 147 AVE UNIT 36 MIAMI, FL 33196"
41,1041-receipt.jpg,2015-08-02,la Source,Rue de la Paix 8 - 1204 Genève,17.0,EUR,la Source Rue de la Paix 8 - 1204 Genève
42,1042-receipt.jpg,2019-02-11,FAIRVIEW,NJ 07022,55.39,USD,FAIRVIEW NJ 07022
43,1043-receipt.jpg,2019-06-23,BK SOUL FOOD & CATERING,"11318 Yonkers Ave, Yonkers, NY 10704",26.67,USD,"BK SOUL FOOD & CATERING 11318 Yonkers Ave, Yonkers, NY 10704"
44,1044-receipt.jpg,2019-05-21,CHURCH'S,7635 KIMEIKA CAMEL PARK CA 918 STE G ARP,9.59,USD,CHURCH'S 7635 KIMEIKA CAMEL PARK CA 918 STE G ARP
45,1045-receipt.jpg,2018-06-24,YUM'S RESTAURANT,"1000 LAKESIDE DRIVE, SUITE 1500",22.03,USD,"YUM'S RESTAURANT 1000 LAKESIDE DRIVE, SUITE 1500"
46,1046-receipt.jpg,2019-03-17,Araxi Burger Aventura,"17861 BISCAYNE BLVD Aventura, FL 33160",38.86,USD,"Araxi Burger Aventura 17861 BISCAYNE BLVD Aventura, FL 33160"
47,1047-receipt.jpg,2017-09-23,730 Tavern Kitchen & Patio,"730 Mass Ave, Cambridge, MA 02139-3308",85.07,USD,"730 Tavern Kitchen & Patio 730 Mass Ave, Cambridge, MA 02139-3308"
48,1048-receipt.jpg,2018-11-01,Daily Grill,"2501 Colorado Ave, Santa Monica, CA 90404",91.45,USD,"Daily Grill 2501 Colorado Ave, Santa Monica, CA 90404"
49,1049-receipt.jpg,2019-07-18,KICKIN KAJUN KAPOLEI,"Ka Makana Ali‘i 91-5431 Kapolei Parkway, Suite 426 Kapolei, HI 96707",77.49,USD,"KICKIN KAJUN KAPOLEI Ka Makana Ali‘i 91-5431 Kapolei Parkway, Suite 426 Kapolei, HI 96707"
50,1050-receipt.jpg,2017-09-08,HOLLYWOOD CAFE & SPORTS BAR,,26.96,RM,HOLLYWOOD CAFE & SPORTS BAR nan
51,1051-receipt.jpg,2016-04-10,General Poor's Tavern,"45 Main Street, Hackensack, NJ 07601",10.7,USD,"General Poor's Tavern 45 Main Street, Hackensack, NJ 07601"
52,1052-receipt.jpg,2016-09-24,Nancy's Restaurant,"255-257 Maple Street, Floral Park, NY 11001",94.18,USD,"Nancy's Restaurant 255-257 Maple Street, Floral Park, NY 11001"
53,1053-receipt.jpg,2019-06-14,Primo Family Restaurant,,52.47,USD,Primo Family Restaurant nan
54,1054-receipt.jpg,2018-01-25,BIG JO'S,"1955 Broadway, Santa Monica, CA 90404",56.5,USD,"BIG JO'S 1955 Broadway, Santa Monica, CA 90404"
55,1055-receipt.jpg,,WINGS & THINGS,519 FULTON AVE. HEMPSTEAD NY,30.58,USD,WINGS & THINGS 519 FULTON AVE. HEMPSTEAD NY
56,1056-receipt.jpg,2019-07-30,ZOCA RESTAURANT,"98 Garfield Parkway, Bethany Beach, DE 19930",152.0,USD,"ZOCA RESTAURANT 98 Garfield Parkway, Bethany Beach, DE 19930"
57,1057-receipt.jpg,2019-01-24,CAFE PARISIEN LARCHMONT LLC,"242 N LARCHMONT BLVD LOS ANGELES, CA 90004",9.58,USD,"CAFE PARISIEN LARCHMONT LLC 242 N LARCHMONT BLVD LOS ANGELES, CA 90004"
58,1058-receipt.jpg,2017-12-28,Caldera Brewery & Restaurant,"590 Clover Lane, Ashland, Oregon",37.6,USD,"Caldera Brewery & Restaurant 590 Clover Lane, Ashland, Oregon"
59,1059-receipt.jpg,2017-06-10,Landfall Restaurant,,7.55,USD,Landfall Restaurant nan
60,1060-receipt.jpg,2017-12-17,1660 India Street,1660 India Street,83.5,USD,1660 India Street 1660 India Street
61,1061-receipt.jpg,2018-09-15,Chili's Grill & Bar,"Puente Hills #25, 17588 Castleton St, City of Industry, CA 91748",26.37,USD,"Chili's Grill & Bar Puente Hills #25, 17588 Castleton St, City of Industry, CA 91748"
62,1062-receipt.jpg,1999-08-19,NATIONWIDE'S,TAURANT,142.01,USD,NATIONWIDE'S TAURANT
63,1063-receipt.jpg,2013-07-10,Primo Family Restaurant,,62.47,USD,Primo Family Restaurant nan
64,1064-receipt.jpg,2013-06-10,IN-N-OUT BURGER ESCONDIDO,247 2 480 2152,19.44,USD,IN-N-OUT BURGER ESCONDIDO 247 2 480 2152
65,1065-receipt.jpg,2018-01-23,Taco Maria,"3313 Hyland Ave, Ste C21 Costa Mesa, CA 92626",45.79,USD,"Taco Maria 3313 Hyland Ave, Ste C21 Costa Mesa, CA 92626"
66,1066-receipt.jpg,2019-07-14,RISTORANTE BELLAGIO (CO),,82.0,€,RISTORANTE BELLAGIO (CO) nan
67,1067-receipt.jpg,,Anjappar Chettinad Artesia,"18128 Pioneer Blvd, Artesia, Ca 90701",40.3,USD,"Anjappar Chettinad Artesia 18128 Pioneer Blvd, Artesia, Ca 90701"
68,1068-receipt.jpg,2016-04-10,Cafe Eugene,"11700 San Pablo Avenue El Cerrito, CA 94530",42.9,USD,"Cafe Eugene 11700 San Pablo Avenue El Cerrito, CA 94530"
69,1069-receipt.jpg,2019-08-12,River Village Family Restaurant,"22825 Huron River Dr, Rockwood, MI 48173",10.9,USD,"River Village Family Restaurant 22825 Huron River Dr, Rockwood, MI 48173"
70,1070-receipt.jpg,2019-06-28,Mr. M's Hot Wings & Things Inc,"886 N. Garfield Ave, Montebello, CA 90640",10.95,USD,"Mr. M's Hot Wings & Things Inc 886 N. Garfield Ave, Montebello, CA 90640"
71,1071-receipt.jpg,2017-02-18,Trinity Restaurant,"190 Jericho Tpke, Floral Park, NY 11001",75.5,USD,"Trinity Restaurant 190 Jericho Tpke, Floral Park, NY 11001"
72,1072-receipt.jpg,2013-06-01,OHANA HAWAIIAN BBQ,"4469 SLAUSON AVE, Maywood, CA 90270",21.69,USD,"OHANA HAWAIIAN BBQ 4469 SLAUSON AVE, Maywood, CA 90270"
73,1073-receipt.jpg,2019-05-17,SUBWAY,5 FAIR OAKS AVE SUITE 6 PASADENA CA 91105,13.22,USD,SUBWAY 5 FAIR OAKS AVE SUITE 6 PASADENA CA 91105
74,1074-receipt.jpg,2019-02-24,Lin Buffet,"2988 N. Expressway, Brownsville, TX",33.73,USD,"Lin Buffet 2988 N. Expressway, Brownsville, TX"
75,1075-receipt.jpg,2014-05-22,SmokeBox BBQ,"2361 Whitney Ave, Hamden, CT 06518",14.36,USD,"SmokeBox BBQ 2361 Whitney Ave, Hamden, CT 06518"
76,1076-receipt.jpg,2018-07-21,Paradise Restaurant,"889 W. 190th Street, Los Angeles, CA 90248",25.78,USD,"Paradise Restaurant 889 W. 190th Street, Los Angeles, CA 90248"
77,1077-receipt.jpg,2019-03-24,NAANCHING,"103 Montgomery St, Jersey City, NJ 07307",69.79,USD,"NAANCHING 103 Montgomery St, Jersey City, NJ 07307"
78,1078-receipt.jpg,2019-02-19,Tay Ho Oakland,,14.18,USD,Tay Ho Oakland nan
79,1079-receipt.jpg,2018-07-02,Falmouth Raw Bar,"56 Scranton Ave, Falmouth, MA 02540",235.19,USD,"Falmouth Raw Bar 56 Scranton Ave, Falmouth, MA 02540"
80,1080-receipt.jpg,2019-06-29,Newark Buffet,"35201 Newark Blvd, Newark, CA 94560",92.22,USD,"Newark Buffet 35201 Newark Blvd, Newark, CA 94560"
81,1081-receipt.jpg,2019-03-02,BRASAS RESTAURANT,"6011 W ROOSEVELT RD, CICERO, IL 60804",9.97,USD,"BRASAS RESTAURANT 6011 W ROOSEVELT RD, CICERO, IL 60804"
82,1082-receipt.jpg,2019-08-08,SURATI FARSAN MART,"11814 186TH STREET, ARTESIA, CA 90701",6.56,USD,"SURATI FARSAN MART 11814 186TH STREET, ARTESIA, CA 90701"
83,1083-receipt.jpg,2017-03-17,"Taco Restaurants, Inc.",,13.78,USD,"Taco Restaurants, Inc. nan"
84,1084-receipt.jpg,2018-07-01,Trattoria Saporito,"328 Washington Street, Hoboken, NJ 07030",125.99,USD,"Trattoria Saporito 328 Washington Street, Hoboken, NJ 07030"
85,1085-receipt.jpg,2017-05-04,Pita Pita - Lombard,"211 E Roosevelt Rd, Lombard, IL 60148",228.92,USD,"Pita Pita - Lombard 211 E Roosevelt Rd, Lombard, IL 60148"
86,1086-receipt.jpg,2018-04-20,Calagero's,"919 Franklin Ave. Garden City, NY 11530",157.51,USD,"Calagero's 919 Franklin Ave. Garden City, NY 11530"
87,1087-receipt.jpg,2017-09-19,Mesones De Catayota,"Av. 20 de Noviembre 1501, MINELA, IN 1501",10.81,USD,"Mesones De Catayota Av. 20 de Noviembre 1501, MINELA, IN 1501"
88,1088-receipt.jpg,2014-03-22,"MOOYAH Burgers, Fries & Shakes #199","6121 NW Cache Rd, Lawton, OK 73505",13.03,USD,"MOOYAH Burgers, Fries & Shakes #199 6121 NW Cache Rd, Lawton, OK 73505"
89,1089-receipt.jpg,2016-12-07,Firepoint Grill,"3739 West Chester Pike, Newtown Square, PA 19013",142.93,USD,"Firepoint Grill 3739 West Chester Pike, Newtown Square, PA 19013"
90,1090-receipt.jpg,2017-05-25,FIVE GUYS,"2640 Rayford Rd, Spring, TX 77386",32.66,USD,"FIVE GUYS 2640 Rayford Rd, Spring, TX 77386"
91,1091-receipt.jpg,2018-05-11,CITY TASTE,"930 Wayne Ave #100, Silver Spring, MD 20910",28.78,USD,"CITY TASTE 930 Wayne Ave #100, Silver Spring, MD 20910"
92,1092-receipt.jpg,2018-07-28,Kaiseki,"7 West Merrick Rd, Valley Stream, NY 11580",43.3,USD,"Kaiseki 7 West Merrick Rd, Valley Stream, NY 11580"
93,1093-receipt.jpg,2018-06-24,POPEYE'S,201-885-2085,38.23,USD,POPEYE'S 201-885-2085
94,1094-receipt.jpg,2018-12-29,Pokeatery CV,"18911 Lake Chabot Road, Castro Valley, CA",16.23,USD,"Pokeatery CV 18911 Lake Chabot Road, Castro Valley, CA"
95,1095-receipt.jpg,,Golden Coin,"94-450 Ukee St, Waipahu, HI 96797",9.79,USD,"Golden Coin 94-450 Ukee St, Waipahu, HI 96797"
96,1096-receipt.jpg,2018-09-25,223 N. Citrus Ave,"223 N. Citrus Ave, Covina, CA 91723",46.98,USD,"223 N. Citrus Ave 223 N. Citrus Ave, Covina, CA 91723"
97,1097-receipt.jpg,2017-06-28,EL POLLO LOCO,"7519 S. ATLANTIC AVE. CUDÁHY, CA 90201",13.25,USD,"EL POLLO LOCO 7519 S. ATLANTIC AVE. CUDÁHY, CA 90201"
98,1098-receipt.jpg,2018-03-18,Nick's Tuscan Grill,"149 Mineola Blvd, Mineola NY 11501",67.89,USD,"Nick's Tuscan Grill 149 Mineola Blvd, Mineola NY 11501"
99,1099-receipt.jpg,2017-12-29,Mexican Restaurant & Bar,"25 West San Fernando St. San Jose, CA 95113",64.52,USD,"Mexican Restaurant & Bar 25 West San Fernando St. San Jose, CA 95113"
100,1100-receipt.jpg,2018-10-03,McDonald's,"16725 Stony Plain Rd, Edmonton AB T5P 4A9",26.15,CAD,"McDonald's 16725 Stony Plain Rd, Edmonton AB T5P 4A9"
101,1101-receipt.jpg,2018-11-04,KAZ RAMEN,"22413 Barton Road, Grand Terrace, CA 92313",14.06,USD,"KAZ RAMEN 22413 Barton Road, Grand Terrace, CA 92313"
102,1102-receipt.jpg,2016-04-15,OM INDIAN FOOD,"204 Spring St, New York, NY 10012",16.24,USD,"OM INDIAN FOOD 204 Spring St, New York, NY 10012"
103,1103-receipt.jpg,2017-12-29,Crisfield Seafood Restaurant,"8012 Georgia Ave. Silver Spring, MD 20910",42.74,USD,"Crisfield Seafood Restaurant 8012 Georgia Ave. Silver Spring, MD 20910"
104,1104-receipt.jpg,2013-11-06,Don Juan Mexican Restaurant,"124 East Park Ave, Long Beach, NY 11561",56.38,USD,"Don Juan Mexican Restaurant 124 East Park Ave, Long Beach, NY 11561"
105,1105-receipt.jpg,2018-02-17,The Place 2 Be,"615 Franklin Ave, Hartford, CT 06114",22.87,USD,"The Place 2 Be 615 Franklin Ave, Hartford, CT 06114"
106,1106-receipt.jpg,2017-06-13,Lan Sheng,"209 Paterson Ave, Wallington N. J. 07057",75.15,USD,"Lan Sheng 209 Paterson Ave, Wallington N. J. 07057"
107,1107-receipt.jpg,2017-07-16,MIKUNI JAPANESE,"4323 Hazel Avenue, Fair Oaks, CA 95628",144.28,USD,"MIKUNI JAPANESE 4323 Hazel Avenue, Fair Oaks, CA 95628"
108,1108-receipt.jpg,2018-01-28,Go Mongo BBQ,"6661 Stanford Ranch Rd. Rocklin, CA 95677",52.06,USD,"Go Mongo BBQ 6661 Stanford Ranch Rd. Rocklin, CA 95677"
109,1109-receipt.jpg,2017-06-14,BreadFish Cafe,"15848 Halliburton Rd, Hacienda Heights, CA 91745",27.62,USD,"BreadFish Cafe 15848 Halliburton Rd, Hacienda Heights, CA 91745"
110,1110-receipt.jpg,2018-08-18,Chelokababi,"1236 S Wolfe Rd, Sunnydale, CA 94086",160.07,USD,"Chelokababi 1236 S Wolfe Rd, Sunnydale, CA 94086"
111,1111-receipt.jpg,2019-12-03,COMMANDER'S PALACE,"1427 WASHINGTON AVE., NEW ORLEANS, LA.",55.95,USD,"COMMANDER'S PALACE 1427 WASHINGTON AVE., NEW ORLEANS, LA."
112,1112-receipt.jpg,2018-01-27,Columbus Restaurant,"736 Ocean Drive, Miami Beach, FL 33139",184.47,USD,"Columbus Restaurant 736 Ocean Drive, Miami Beach, FL 33139"
113,1113-receipt.jpg,2018-06-02,Golden Panda Buffet,"14428 Ramona Blvd. #70, Baldwin Park, CA 91706",29.96,USD,"Golden Panda Buffet 14428 Ramona Blvd. #70, Baldwin Park, CA 91706"
114,1114-receipt.jpg,2015-08-02,la Source,"Rue de la Paix 18, 1003 Lausanne",17.0,EUR,"la Source Rue de la Paix 18, 1003 Lausanne"
115,1115-receipt.jpg,2017-07-15,Rosebud on Rush,"720 North Rush Street, Chicago, IL",79.17,USD,"Rosebud on Rush 720 North Rush Street, Chicago, IL"
116,1116-receipt.jpg,2019-08-06,Villaggio Grille,"4780 Wharf Parkway, Orange Beach, AL 36561",34.12,USD,"Villaggio Grille 4780 Wharf Parkway, Orange Beach, AL 36561"
117,1117-receipt.jpg,2019-02-22,KOBE JAPANESE STEAK,"69838 HIGHWAY 111 RANCHO MIRAGE, CA 92270-2837",173.07,USD,"KOBE JAPANESE STEAK 69838 HIGHWAY 111 RANCHO MIRAGE, CA 92270-2837"
118,1118-receipt.jpg,2018-07-03,Wendy's Restaurant,"401 Bergin St Harrison, NJ 07723",4.99,USD,"Wendy's Restaurant 401 Bergin St Harrison, NJ 07723"
119,1119-receipt.jpg,2017-12-22,Panda Express,"Brooklyn, NY",27.44,USD,"Panda Express Brooklyn, NY"
120,1120-receipt.jpg,2018-10-20,RED & HOT II,"349 7th Ave, Brooklyn, NY 11215",23.46,USD,"RED & HOT II 349 7th Ave, Brooklyn, NY 11215"
121,1121-receipt.jpg,2017-09-10,Heart of Portugal Restaurant,"241 Mineola Blvd, Mineola, NY 11501",71.58,USD,"Heart of Portugal Restaurant 241 Mineola Blvd, Mineola, NY 11501"
122,1122-receipt.jpg,,El Meson Mexican Restaurant,"744 South Perry St. Unit #E Castle Rock, CO 80104",47.7,USD,"El Meson Mexican Restaurant 744 South Perry St. Unit #E Castle Rock, CO 80104"
123,1123-receipt.jpg,2019-08-23,El Gato Negro,"300 Harrison Ave, New Orleans, LA 70124",21.76,USD,"El Gato Negro 300 Harrison Ave, New Orleans, LA 70124"
124,1124-receipt.jpg,2018-12-28,Firefly American Bistro,"5525 New Albany Road West, New Albany, OH 43054",83.64,USD,"Firefly American Bistro 5525 New Albany Road West, New Albany, OH 43054"
125,1125-receipt.jpg,2019-03-19,CHATPATA RESTAURANT INC,"1683 ROUTE 9, CLIFFTON PARK, NY 12065",19.1,USD,"CHATPATA RESTAURANT INC 1683 ROUTE 9, CLIFFTON PARK, NY 12065"
126,1126-receipt.jpg,2015-06-02,SAGE FRENCH CAFE & WINE BAR,,39.18,USD,SAGE FRENCH CAFE & WINE BAR nan
127,1127-receipt.jpg,2018-10-25,PIZZA HUT,,26.76,USD,PIZZA HUT nan
128,1128-receipt.jpg,2019-08-30,KALAVERAS - BELLFLOWER,"16530 BELLFLOWER BLVD, BELL FLOWER, CA 90706",68.99,USD,"KALAVERAS - BELLFLOWER 16530 BELLFLOWER BLVD, BELL FLOWER, CA 90706"
129,1129-receipt.jpg,2018-02-13,HIRO JAPANESE RESTAURANT,"3007 NE 163RD STREET, North Miami Beach, FL 33160",17.18,USD,"HIRO JAPANESE RESTAURANT 3007 NE 163RD STREET, North Miami Beach, FL 33160"
130,1130-receipt.jpg,2017-12-20,BOA,(310) 278-2050,47.09,USD,BOA (310) 278-2050
131,1131-receipt.jpg,2017-11-24,Chris's Hamburgers,"3950 E Slauson Blvd, Maywood, CA 90270",40.0,USD,"Chris's Hamburgers 3950 E Slauson Blvd, Maywood, CA 90270"
132,1132-receipt.jpg,2017-04-27,EMILIA 9,"1120 15TH ST MIAMI BEACH, FL 33139",61.8,USD,"EMILIA 9 1120 15TH ST MIAMI BEACH, FL 33139"
133,1133-receipt.jpg,2023-09-29,Moonstar Restaurant,"383 Gellert Blvd., Daly City, CA 94015",146.57,USD,"Moonstar Restaurant 383 Gellert Blvd., Daly City, CA 94015"
134,1134-receipt.jpg,2016-07-08,KFC,"3880 Hempstead Turnpike, Levittown (516)735-3508",21.73,USD,"KFC 3880 Hempstead Turnpike, Levittown (516)735-3508"
135,1135-receipt.jpg,2018-01-30,E. BALDI,"375 North Canon Drive, Beverly Hills, CA 90210",146.73,USD,"E. BALDI 375 North Canon Drive, Beverly Hills, CA 90210"
136,1136-receipt.jpg,2019-04-10,The Shawarma Factory,"14817 S. Western Ave, Gardena, CA 90249",13.13,USD,"The Shawarma Factory 14817 S. Western Ave, Gardena, CA 90249"
137,1137-receipt.jpg,2017-10-25,Maui Teriyaki,"27000 Marine Ave #103, Redondo Beach, CA 90278",14.17,USD,"Maui Teriyaki 27000 Marine Ave #103, Redondo Beach, CA 90278"
138,1138-receipt.jpg,2014-12-21,CASA CHAN RESTAURANT,"Hialeah, FL 33010",25.94,USD,"CASA CHAN RESTAURANT Hialeah, FL 33010"
139,1139-receipt.jpg,2017-07-06,SS PARADISE,"Andhra Style Family Restaurant Vidyaranayapura, BANGALORE-560097",617.0,Rs.,"SS PARADISE Andhra Style Family Restaurant Vidyaranayapura, BANGALORE-560097"
140,1140-receipt.jpg,2015-03-12,SHAKE SHACK,1450 S. Dixie Highway,25.47,USD,SHAKE SHACK 1450 S. Dixie Highway
141,1141-receipt.jpg,,Yauatcha,"International Market Place, 2330 Kalakaua Ave Ste 326, Honolulu, Hawaii 96815",88.62,USD,"Yauatcha International Market Place, 2330 Kalakaua Ave Ste 326, Honolulu, Hawaii 96815"
142,1142-receipt.jpg,2012-01-13,Blue Bear Tavern,216 S 11th Street,83.44,USD,Blue Bear Tavern 216 S 11th Street
143,1143-receipt.jpg,2017-10-01,Arthur's,"237 Washington Hoboken, NJ 07030",84.78,USD,"Arthur's 237 Washington Hoboken, NJ 07030"
144,1144-receipt.jpg,2018-08-03,CHLOE81,"81 Ludlow St, New York, NY 10002",46.4,USD,"CHLOE81 81 Ludlow St, New York, NY 10002"
145,1145-receipt.jpg,2022-12-26,MIGUELS MEXICAN,"3035 W. KENNEDY BLVD, TAMPA, FL.",65.14,USD,"MIGUELS MEXICAN 3035 W. KENNEDY BLVD, TAMPA, FL."
146,1146-receipt.jpg,2013-08-12,Rihanna's Caribbean Restaurant,"12709 Beechnut St STE100, Houston, TX 77072",13.26,USD,"Rihanna's Caribbean Restaurant 12709 Beechnut St STE100, Houston, TX 77072"
